name,whiteSpaceArea,graphicSpread,graphicDistance,graphicSize,graphicSizeVar,graphicSizeMin,groupSizeVar,groupDistanceMin,graphicXSymmetry,graphicXAsymmetry,graphicYSymmetry,graphicYAsymmetry,textXsymmetry,textXAsymmetry,textYsymmetry,textYAsymmetry
1804_2,0.6806335073692559,1.0010621573360927,16.317834324776022,0.035642021298571476,0.6654794940733231,0.4455718110537388,0.011880673766190493,609.2512978012422,-0.76392707697977,-1.3177531063663055,-0.6154116766076789,-1.2609633812239696,-0.3648273962318839,-1.1626001607183285,0.0,-1.0
2352_2,0.6154153854389617,1.0010621542152058,0.13378242826541156,0.08211203471831105,0.8470426927811348,0.05595878842472696,0.027370678239437018,168.0734301237995,-0.46814485625393254,-1.2038613519769146,-0.8071262074877592,-1.3343118006615395,0.0,-1.0,0.0,-1.0
26_1,0.617284219717154,1.001062158699827,23.39604186487546,0.03170750239794632,0.6531911577433595,0.560882094975567,0.010569167465982106,953.7866671749294,-0.787929921014233,-1.3269460662454413,-0.563731399974958,-1.2410821383363535,0.0,-1.0,-0.42776724161514956,-1.1878895039372768
1273_2,0.472866622368434,1.0010621587048585,-0.04921548849089952,0.09687121679953667,0.9025723459413956,0.020689715383272276,0.032290405599845556,174.69071929516554,-0.7014977826642714,-1.293893383027282,-0.4827927011906919,-1.2096141172953787,0.0,-1.0,0.0,-1.0
1455_2,0.6023184217413315,1.0010621586733994,20.0,0.03361906801936062,0.686009681251433,0.4522142360306053,0.01120635600645354,852.414859798016,-0.7841341280746924,-1.325491154336241,-0.34368251718717235,-1.1539790756301465,0.0,-1.0,0.0,-1.0
1638_1,0.5989829686226937,1.0010621550574195,11.533097461692686,0.05039209663979908,0.6925017822045448,0.16841903045251871,0.016797365546599694,308.14987992110684,-0.6742944196497686,-1.2835007146861486,-0.4367036631085465,-1.191439810417039,0.0,-1.0,0.0,-1.0
2244_1,0.5843251606608538,1.0010621548386558,15.483342218507213,0.034675528529482365,0.71708085226058,0.37654213309932644,0.011558509509827454,440.0652172301025,-0.7412025765195704,-1.309062495202189,-0.45601741937252793,-1.1990824720252204,-0.16876985263536542,-1.0794740972221635,0.0,-1.0
287_1,0.6078151422839212,1.001062158390819,1.473146950268364,0.043026800417850904,0.7269806248225866,0.24234615225514627,0.0143422668059503,515.2308327528157,-0.5592852747459249,-1.2393653665833912,-0.7049806081550613,-1.2952237064762335,0.0,-1.0,-0.6689178792355489,-1.2814458614453859
2008_1,0.7501272384308043,1.0010621586247879,24.0,0.04427705237369296,0.6567205598267832,0.3865771455867523,0.014759017457897655,1033.2647864423664,-0.8259354936588708,-1.3415438384796867,-0.6308991506897095,-1.2668999697437346,0.0,-1.0,0.0,-1.0
2022_2,0.7013822844262285,1.0010621576891043,16.43762600873606,0.046585500555474973,0.7001991621170945,0.2622926867095651,0.015528500185158325,579.3929298835369,-0.7856945907019853,-1.32608921611874,-0.582415573945352,-1.24828461193922,0.0,-1.0,0.0,-1.0
349_2,0.7201256747002459,1.0010621587026947,-0.04603737949322273,0.17469507371549445,0.8479394961781183,0.0,0.05823169123849815,135.43676376672272,-0.7258865740167924,-1.3032097009364234,-0.8527706156743791,-1.3518925712982695,0.0,-1.0,0.0,-1.0
990_2,0.5956803972490311,1.001062131981816,0.579822741541194,0.05844432355781666,0.7613935823166068,0.10071788801976128,0.019481441185938888,138.05877980585186,-0.5857486880285805,-1.2495675749383386,-0.6401747768909777,-1.2704519344048513,-0.3119165215094773,-1.140893149909109,0.0,-1.0
2367_1,0.7090638717853617,1.0010621568997322,0.21927828173024397,0.11869476259275524,0.881437307932436,0.005166789607409267,0.03956492086425175,181.7788218386132,-0.7607589568703245,-1.3165408807269394,-0.70020920278865,-1.2934011851699796,0.0,-1.0,0.0,-1.0
1896_1,0.7372653828603577,1.0010621584471822,6.0,0.13126944989432107,0.8860677468114126,0.0131067125645439,0.043756483298107024,217.96286715930236,-0.8745861260794545,-1.3603372128717421,-0.6235977539328532,-1.2641022162256634,0.0,-1.0,0.0,-1.0
