score,idx,nbar,width,bandwidth
0.19350428879261017,92,5,700,0.90000004
0.15576788783073425,93,5,700,0.95
0.1209220290184021,94,5,700,1.0
0.000779415131546557,95,5,800,0.1
0.014136123470962048,96,5,800,0.15
0.17930270731449127,97,5,800,0.2
0.23673123121261597,98,5,800,0.25
0.24359145760536194,99,5,800,0.3
0.25022122263908386,100,5,800,0.35
0.2654370069503784,101,5,800,0.4
0.2878238260746002,102,5,800,0.45
0.300442636013031,103,5,800,0.5
0.29589661955833435,104,5,800,0.55
0.2851406931877136,105,5,800,0.6
0.2677411139011383,106,5,800,0.65
0.24503858387470245,107,5,800,0.70000005
0.2268708050251007,108,5,800,0.75
0.20438219606876373,109,5,800,0.8
0.17504696547985077,110,5,800,0.84999996
0.1390402913093567,111,5,800,0.90000004
0.10777489095926285,112,5,800,0.95
0.08281510323286057,113,5,800,1.0
0.00042696745367720723,114,5,900,0.1
0.007664314936846495,115,5,900,0.15
0.11723214387893677,116,5,900,0.2
0.2333531230688095,117,5,900,0.25
0.24033409357070923,118,5,900,0.3
0.24667535722255707,119,5,900,0.35
0.25307294726371765,120,5,900,0.4
0.26277071237564087,121,5,900,0.45
0.26087504625320435,122,5,900,0.5
0.25341489911079407,123,5,900,0.55
0.24318136274814606,124,5,900,0.6
0.23190124332904816,125,5,900,0.65
0.20915716886520386,126,5,900,0.70000005
0.1838909387588501,127,5,900,0.75
0.1512949913740158,128,5,900,0.8
0.11978401988744736,129,5,900,0.84999996
0.09316055476665497,130,5,900,0.90000004
0.0716366320848465,131,5,900,0.95
0.0544576533138752,132,5,900,1.0
0.00023668557696510106,133,5,1000,0.1
0.004310394171625376,134,5,1000,0.15
0.07455084472894669,135,5,1000,0.2
0.2305138111114502,136,5,1000,0.25
0.23619744181632996,137,5,1000,0.3
0.24149897694587708,138,5,1000,0.35
0.245335653424263,139,5,1000,0.4
0.24616459012031555,140,5,1000,0.45
0.2443905472755432,141,5,1000,0.5
0.23453307151794434,142,5,1000,0.55
0.22031527757644653,143,5,1000,0.6
0.19610801339149475,144,5,1000,0.65
0.16185212135314941,145,5,1000,0.70000005
0.1295476108789444,146,5,1000,0.75
0.10291378200054169,147,5,1000,0.8
0.07995156198740005,148,5,1000,0.84999996
0.0610642209649086,149,5,1000,0.90000004
0.046290092170238495,150,5,1000,0.95
0.0349573940038681,151,5,1000,1.0
0.0001315475965384394,152,5,1100,0.1
0.002534608356654644,153,5,1100,0.15
0.046664759516716,154,5,1100,0.2
0.22501015663146973,155,5,1100,0.25
0.22971446812152863,156,5,1100,0.3
0.23222392797470093,157,5,1100,0.35
0.23461125791072845,158,5,1100,0.4
0.23514004051685333,159,5,1100,0.45
0.22647248208522797,160,5,1100,0.5
0.21107231080532074,161,5,1100,0.55
0.18581843376159668,162,5,1100,0.6
0.14859312772750854,163,5,1100,0.65
0.1138322725892067,164,5,1100,0.70000005
0.08740460872650146,165,5,1100,0.75
0.06835316121578217,166,5,1100,0.8
0.05198097974061966,167,5,1100,0.84999996
0.039312489330768585,168,5,1100,0.90000004
0.02963494509458542,169,5,1100,0.95
0.022284479811787605,170,5,1100,1.0
0.0010791831882670522,171,6,300,0.1
0.029929859563708305,172,6,300,0.15
0.16095781326293945,173,6,300,0.2
0.21225710213184357,174,6,300,0.25
0.25463831424713135,175,6,300,0.3
0.35824036598205566,176,6,300,0.35
0.36857306957244873,177,6,300,0.4
0.3732105791568756,178,6,300,0.45
0.3754548728466034,179,6,300,0.5
0.37607061862945557,180,6,300,0.55
0.3759242594242096,181,6,300,0.6
0.3755548596382141,182,6,300,0.65
0.37454044818878174,183,6,300,0.70000005
0.373028427362442,184,6,300,0.75
0.3709687292575836,185,6,300,0.8
0.36882367730140686,186,6,300,0.84999996
0.36666610836982727,187,6,300,0.90000004
0.36334192752838135,188,6,300,0.95
0.35081955790519714,189,6,300,1.0
0.0014681658940389752,190,6,400,0.1
0.039901312440633774,191,6,400,0.15
0.20380716025829315,192,6,400,0.2
0.24190574884414673,193,6,400,0.25
0.2797015905380249,194,6,400,0.3
0.3553277254104614,195,6,400,0.35
0.3663618564605713,196,6,400,0.4
0.3709767460823059,197,6,400,0.45
0.37597331404685974,198,6,400,0.5
0.3742094337940216,199,6,400,0.55
0.3719070851802826,200,6,400,0.6
0.371163547039032,201,6,400,0.65
0.3704252243041992,202,6,400,0.70000005
0.36921727657318115,203,6,400,0.75
0.36799222230911255,204,6,400,0.8
0.36670875549316406,205,6,400,0.84999996
0.36382246017456055,206,6,400,0.90000004
0.3503641188144684,207,6,400,0.95
0.2585362493991852,208,6,400,1.0
0.0020336864981800318,209,6,500,0.1
0.04681964963674545,210,6,500,0.15
0.2278440147638321,211,6,500,0.2
0.24591600894927979,212,6,500,0.25
0.2765239477157593,213,6,500,0.3
0.34888163208961487,214,6,500,0.35
0.36434561014175415,215,6,500,0.4
0.36780551075935364,216,6,500,0.45
0.3704444468021393,217,6,500,0.5
0.36850205063819885,218,6,500,0.55
0.367819219827652,219,6,500,0.6
0.3672310709953308,220,6,500,0.65
0.36661556363105774,221,6,500,0.70000005
0.36599844694137573,222,6,500,0.75
0.36531081795692444,223,6,500,0.8
0.363385409116745,224,6,500,0.84999996
0.3484130799770355,225,6,500,0.90000004
0.2508738338947296,226,6,500,0.95
0.22990334033966064,227,6,500,1.0
0.0017834565369412303,228,6,600,0.1
0.03522259369492531,229,6,600,0.15
0.20817668735980988,230,6,600,0.2
0.2365255355834961,231,6,600,0.25
0.2505834698677063,232,6,600,0.3
0.26843446493148804,233,6,600,0.35
0.3470507562160492,234,6,600,0.4
0.3624969720840454,235,6,600,0.45
0.3650822937488556,236,6,600,0.5
0.3643108308315277,237,6,600,0.55
0.36391207575798035,238,6,600,0.6
0.36350217461586,239,6,600,0.65
0.36286690831184387,240,6,600,0.70000005
0.3623086214065552,241,6,600,0.75
0.35963544249534607,242,6,600,0.8
0.2971416413784027,243,6,600,0.84999996
0.2429027557373047,244,6,600,0.90000004
0.22011885046958923,245,6,600,0.95
0.1919872909784317,246,6,600,1.0
0.0008674472337588668,247,6,700,0.1
0.015975823625922203,248,6,700,0.15
0.1804850995540619,249,6,700,0.2
0.22985011339187622,250,6,700,0.25
0.24519963562488556,251,6,700,0.3
0.252127468585968,252,6,700,0.35
0.27842262387275696,253,6,700,0.4
0.3497399687767029,254,6,700,0.45
0.358117014169693,255,6,700,0.5
0.3583966791629791,256,6,700,0.55
0.35856059193611145,257,6,700,0.6
0.3586975932121277,258,6,700,0.65
0.3564640283584595,259,6,700,0.70000005
0.33618804812431335,260,6,700,0.75
0.2525331676006317,261,6,700,0.8
0.23334622383117676,262,6,700,0.84999996
0.20837780833244324,263,6,700,0.90000004
0.17552873492240906,264,6,700,0.95
0.13775673508644104,265,6,700,1.0
0.0004760487354360521,266,6,800,0.1
0.008731325156986713,267,6,800,0.15
0.1283591240644455,268,6,800,0.2
0.2313825637102127,269,6,800,0.25
0.24212490022182465,270,6,800,0.3
0.24878151714801788,271,6,800,0.35
0.25980982184410095,272,6,800,0.4
0.2878561317920685,273,6,800,0.45
0.3235441744327545,274,6,800,0.5
0.328275591135025,275,6,800,0.55
0.3205675184726715,276,6,800,0.6
0.290736585855484,277,6,800,0.65
0.26696234941482544,278,6,800,0.70000005
0.24041378498077393,279,6,800,0.75
0.22055670619010925,280,6,800,0.8
0.19562584161758423,281,6,800,0.84999996
0.15802161395549774,282,6,800,0.90000004
0.12309827655553818,283,6,800,0.95
0.09497857093811035,284,6,800,1.0
0.0002622708270791918,285,6,900,0.1
0.004721097648143768,286,6,900,0.15
0.07540268450975418,287,6,900,0.2
0.22998875379562378,288,6,900,0.25
0.23889903724193573,289,6,900,0.3
0.2453189492225647,290,6,900,0.35
0.25256019830703735,291,6,900,0.4
0.26845309138298035,292,6,900,0.45
0.2788458466529846,293,6,900,0.5
0.2680899202823639,294,6,900,0.55
0.25377464294433594,295,6,900,0.6
0.24387796223163605,296,6,900,0.65
0.22543084621429443,297,6,900,0.70000005
0.20199425518512726,298,6,900,0.75
0.17217761278152466,299,6,900,0.8
0.1378597468137741,300,6,900,0.84999996
0.10771036148071289,301,6,900,0.90000004
0.0831817090511322,302,6,900,0.95
0.063381627202034,303,6,900,1.0
0.0001453943259548396,304,6,1000,0.1
0.002622429747134447,305,6,1000,0.15
0.04648716747760773,306,6,1000,0.2
0.22777441143989563,307,6,1000,0.25
0.23551134765148163,308,6,1000,0.3
0.24085694551467896,309,6,1000,0.35
0.24657726287841797,310,6,1000,0.4
0.2490486204624176,311,6,1000,0.45
0.24893373250961304,312,6,1000,0.5
0.2447178214788437,313,6,1000,0.55
0.2331351935863495,314,6,1000,0.6
0.21222931146621704,315,6,1000,0.65
0.18274588882923126,316,6,1000,0.70000005
0.14876797795295715,317,6,1000,0.75
0.11872159689664841,318,6,1000,0.8
0.09270893782377243,319,6,1000,0.84999996
0.07100898772478104,320,6,1000,0.90000004
0.05396708473563194,321,6,1000,0.95
0.04083540290594101,322,6,1000,1.0
8.040504326345399e-05,323,6,1100,0.1
0.0015018314588814974,324,6,1100,0.15
0.02817346528172493,325,6,1100,0.2
0.2195783257484436,326,6,1100,0.25
0.2303716093301773,327,6,1100,0.3
0.23347459733486176,328,6,1100,0.35
0.23613539338111877,329,6,1100,0.4
0.23824752867221832,330,6,1100,0.45
0.23673515021800995,331,6,1100,0.5
0.2237873524427414,332,6,1100,0.55
0.20408327877521515,333,6,1100,0.6
0.1703025847673416,334,6,1100,0.65
0.13190774619579315,335,6,1100,0.70000005
0.10125751793384552,336,6,1100,0.75
0.07944398373365402,337,6,1100,0.8
0.060541898012161255,338,6,1100,0.84999996
0.045887961983680725,339,6,1100,0.90000004
0.03465013578534126,340,6,1100,0.95
0.026089180260896683,341,6,1100,1.0
0.0003802017599809915,342,7,300,0.1
0.010955659672617912,343,7,300,0.15
0.11128789186477661,344,7,300,0.2
0.16934315860271454,345,7,300,0.25
0.2173205018043518,346,7,300,0.3
0.27683812379837036,347,7,300,0.35
0.3594399392604828,348,7,300,0.4
0.3694860339164734,349,7,300,0.45
0.37194350361824036,350,7,300,0.5
0.37259140610694885,351,7,300,0.55
0.3726423978805542,352,7,300,0.6
0.37224408984184265,353,7,300,0.65
0.3716531991958618,354,7,300,0.70000005
0.3699667751789093,355,7,300,0.75
0.3679259717464447,356,7,300,0.8
0.36588993668556213,357,7,300,0.84999996
0.3633851706981659,358,7,300,0.90000004
0.3583858907222748,359,7,300,0.95
0.3199985921382904,360,7,300,1.0
0.000545318762306124,361,7,400,0.1
0.015387953259050846,362,7,400,0.15
0.16580936312675476,363,7,400,0.2
0.20960666239261627,364,7,400,0.25
0.2410678267478943,365,7,400,0.3
0.2857159674167633,366,7,400,0.35
0.3594356179237366,367,7,400,0.4
0.3678353428840637,368,7,400,0.45
0.3735576570034027,369,7,400,0.5
0.3747771382331848,370,7,400,0.55
0.37265273928642273,371,7,400,0.6
0.37045976519584656,372,7,400,0.65
0.3685084879398346,373,7,400,0.70000005
0.3672027289867401,374,7,400,0.75
0.3659032881259918,375,7,400,0.8
0.364275723695755,376,7,400,0.84999996
0.359832763671875,377,7,400,0.90000004
0.3076133131980896,378,7,400,0.95
0.2541665732860565,379,7,400,1.0
0.000756606983486563,380,7,500,0.1
0.02016306109726429,381,7,500,0.15
0.18913619220256805,382,7,500,0.2
0.22405946254730225,383,7,500,0.25
0.2426416128873825,384,7,500,0.3
0.27790722250938416,385,7,500,0.35
0.35345423221588135,386,7,500,0.4
0.36545488238334656,387,7,500,0.45
0.3709506392478943,388,7,500,0.5
0.3690309524536133,389,7,500,0.55
0.36707237362861633,390,7,500,0.6
0.36545756459236145,391,7,500,0.65
0.36487099528312683,392,7,500,0.70000005
0.3642430305480957,393,7,500,0.75
0.36364343762397766,394,7,500,0.8
0.3619089424610138,395,7,500,0.84999996
0.34366390109062195,396,7,500,0.90000004
0.25897881388664246,397,7,500,0.95
0.23942507803440094,398,7,500,1.0
0.0007840445614419878,399,7,600,0.1
0.017731158062815666,400,7,600,0.15
0.17350392043590546,401,7,600,0.2
0.21760961413383484,402,7,600,0.25
0.23363074660301208,403,7,600,0.3
0.2502620816230774,404,7,600,0.35
0.2978801131248474,405,7,600,0.4
0.3612116873264313,406,7,600,0.45
0.3667595386505127,407,7,600,0.5
0.3657938539981842,408,7,600,0.55
0.36429324746131897,409,7,600,0.6
0.364061564207077,410,7,600,0.65
0.36372774839401245,411,7,600,0.70000005
0.3633154034614563,412,7,600,0.75
0.36214855313301086,413,7,600,0.8
0.3490414321422577,414,7,600,0.84999996
0.2545335292816162,415,7,600,0.90000004
0.23371627926826477,416,7,600,0.95
0.20809690654277802,417,7,600,1.0
0.0005077962996438146,418,7,700,0.1
0.009815766476094723,419,7,700,0.15
0.13437359035015106,420,7,700,0.2
0.22031717002391815,421,7,700,0.25
0.23750773072242737,422,7,700,0.3
0.25059640407562256,423,7,700,0.35
0.27228036522865295,424,7,700,0.4
0.3501908779144287,425,7,700,0.45
0.36115139722824097,426,7,700,0.5
0.36174264550209045,427,7,700,0.55
0.36173051595687866,428,7,700,0.6
0.3609914779663086,429,7,700,0.65
0.3600441515445709,430,7,700,0.70000005
0.35611170530319214,431,7,700,0.75
0.2899440824985504,432,7,700,0.8
0.2448427379131317,433,7,700,0.84999996
0.2230866402387619,434,7,700,0.90000004
0.19558210670948029,435,7,700,0.95
0.1565178483724594,436,7,700,1.0
0.00028807809576392174,437,7,800,0.1
0.005349458195269108,438,7,800,0.15
0.08493407070636749,439,7,800,0.2
0.22437763214111328,440,7,800,0.25
0.23844300210475922,441,7,800,0.3
0.24762827157974243,442,7,800,0.35
0.2554633319377899,443,7,800,0.4
0.28732648491859436,444,7,800,0.45
0.34345194697380066,445,7,800,0.5
0.3462798297405243,446,7,800,0.55
0.34634846448898315,447,7,800,0.6
0.3441392779350281,448,7,800,0.65
0.2956887483596802,449,7,800,0.70000005
0.2532440721988678,450,7,800,0.75
0.23453065752983093,451,7,800,0.8
0.21099989116191864,452,7,800,0.84999996
0.17789588868618011,453,7,800,0.90000004
0.14025786519050598,454,7,800,0.95
0.10864559561014175,455,7,800,1.0
0.00016092929581645876,456,7,900,0.1
0.002904813038185239,457,7,900,0.15
0.048899855464696884,458,7,900,0.2
0.2251196950674057,459,7,900,0.25
0.2366430014371872,460,7,900,0.3
0.24419528245925903,461,7,900,0.35
0.2511974275112152,462,7,900,0.4
0.27149349451065063,463,7,900,0.45
0.28338563442230225,464,7,900,0.5
0.28266090154647827,465,7,900,0.55
0.2738831341266632,466,7,900,0.6
0.2541760206222534,467,7,900,0.65
0.2395952194929123,468,7,900,0.70000005
0.21802817285060883,469,7,900,0.75
0.19343358278274536,470,7,900,0.8
0.158173069357872,471,7,900,0.84999996
0.12422128766775131,472,7,900,0.90000004
0.09610321372747421,473,7,900,0.95
0.07299298048019409,474,7,900,1.0
8.93116884981282e-05,475,7,1000,0.1
0.0016132632736116648,476,7,1000,0.15
0.02866201288998127,477,7,1000,0.2
0.2192462682723999,478,7,1000,0.25
0.23435217142105103,479,7,1000,0.3
0.240439310669899,480,7,1000,0.35
0.24640196561813354,481,7,1000,0.4
0.2517336308956146,482,7,1000,0.45
0.2521454393863678,483,7,1000,0.5
0.2506181597709656,484,7,1000,0.55
0.24389901757240295,485,7,1000,0.6
0.22740696370601654,486,7,1000,0.65
0.20233194530010223,487,7,1000,0.70000005
0.16976505517959595,488,7,1000,0.75
0.13658787310123444,489,7,1000,0.8
0.10714859515428543,490,7,1000,0.84999996
0.08243118226528168,491,7,1000,0.90000004
0.06283341348171234,492,7,1000,0.95
0.047652967274188995,493,7,1000,1.0
4.948834248352796e-05,494,7,1100,0.1
0.0008903531124815345,495,7,1100,0.15
0.016879752278327942,496,7,1100,0.2
0.1961127370595932,497,7,1100,0.25
0.23032698035240173,498,7,1100,0.3
0.23449037969112396,499,7,1100,0.35
0.2375110685825348,500,7,1100,0.4
0.24087835848331451,501,7,1100,0.45
0.24106068909168243,502,7,1100,0.5
0.23496553301811218,503,7,1100,0.55
0.21875818073749542,504,7,1100,0.6
0.19153569638729095,505,7,1100,0.65
0.1523599475622177,506,7,1100,0.70000005
0.11704850941896439,507,7,1100,0.75
0.09213601052761078,508,7,1100,0.8
0.07040798664093018,509,7,1100,0.84999996
0.05350200831890106,510,7,1100,0.90000004
0.040478650480508804,511,7,1100,0.95
0.03052316978573799,512,7,1100,1.0
0.00013785468763671815,513,8,300,0.1
0.003968743607401848,514,8,300,0.15
0.06469924002885818,515,8,300,0.2
0.12354111671447754,516,8,300,0.25
0.17778317630290985,517,8,300,0.3
0.22448433935642242,518,8,300,0.35
0.2838737666606903,519,8,300,0.4
0.3612969219684601,520,8,300,0.45
0.36816784739494324,521,8,300,0.5
0.36897361278533936,522,8,300,0.55
0.36928117275238037,523,8,300,0.6
0.3687509000301361,524,8,300,0.65
0.36788034439086914,525,8,300,0.70000005
0.3666195869445801,526,8,300,0.75
0.36449140310287476,527,8,300,0.8
0.36119917035102844,528,8,300,0.84999996
0.3574584126472473,529,8,300,0.90000004
0.3454969525337219,530,8,300,0.95
0.28139346837997437,531,8,300,1.0
0.0001999741798499599,532,8,400,0.1
0.005724875722080469,533,8,400,0.15
0.11879552155733109,534,8,400,0.2
0.1725955754518509,535,8,400,0.25
0.21256773173809052,536,8,400,0.3
0.23768006265163422,537,8,400,0.35
0.293843537569046,538,8,400,0.4
0.3628509044647217,539,8,400,0.45
0.3689054846763611,540,8,400,0.5
0.37491416931152344,541,8,400,0.55
0.37556636333465576,542,8,400,0.6
0.3725877106189728,543,8,400,0.65
0.36861661076545715,544,8,400,0.70000005
0.365363210439682,545,8,400,0.75
0.36375656723976135,546,8,400,0.8
0.3609447181224823,547,8,400,0.84999996
0.35240739583969116,548,8,400,0.90000004
0.2821703553199768,549,8,400,0.95
0.25274592638015747,550,8,400,1.0
0.00028125938843004405,551,8,500,0.1
0.008027634583413601,552,8,500,0.15
0.13466836512088776,553,8,500,0.2
0.19835065305233002,554,8,500,0.25
0.21918000280857086,555,8,500,0.3
0.23857265710830688,556,8,500,0.35
0.2800310552120209,557,8,500,0.4
0.35987138748168945,558,8,500,0.45
0.3731485605239868,559,8,500,0.5
0.3721252977848053,560,8,500,0.55
0.3696911931037903,561,8,500,0.6
0.3674766719341278,562,8,500,0.65
0.3648340404033661,563,8,500,0.70000005
0.36361899971961975,564,8,500,0.75
0.3630591630935669,565,8,500,0.8
0.3612425923347473,566,8,500,0.84999996
0.34122058749198914,567,8,500,0.90000004
0.26260846853256226,568,8,500,0.95
0.24544209241867065,569,8,500,1.0
0.0003018872521352023,570,8,600,0.1
0.00860429834574461,571,8,600,0.15
0.11999242752790451,572,8,600,0.2
0.20315110683441162,573,8,600,0.25
0.22170107066631317,574,8,600,0.3
0.2398023009300232,575,8,600,0.35
0.2806183695793152,576,8,600,0.4
0.35746148228645325,577,8,600,0.45
0.37013599276542664,578,8,600,0.5
0.3692297339439392,579,8,600,0.55
0.36723592877388,580,8,600,0.6
0.365240216255188,581,8,600,0.65
0.36381059885025024,582,8,600,0.70000005
0.36353978514671326,583,8,600,0.75
0.36287736892700195,584,8,600,0.8
0.35688120126724243,585,8,600,0.84999996
0.2865455448627472,586,8,600,0.90000004
0.24499428272247314,587,8,600,0.95
0.22285565733909607,588,8,600,1.0
0.000288657087367028,589,8,700,0.1
0.006016417406499386,590,8,700,0.15
0.09007790684700012,591,8,700,0.2
0.21046045422554016,592,8,700,0.25
0.2282007932662964,593,8,700,0.3
0.24545617401599884,594,8,700,0.35
0.2638709545135498,595,8,700,0.4
0.3475605249404907,596,8,700,0.45
0.36449673771858215,597,8,700,0.5
0.3655104339122772,598,8,700,0.55
0.3641134798526764,599,8,700,0.6
0.36220163106918335,600,8,700,0.65
0.36163225769996643,601,8,700,0.70000005
0.360330194234848,602,8,700,0.75
0.34605318307876587,603,8,700,0.8
0.2609349489212036,604,8,700,0.84999996
0.23616290092468262,605,8,700,0.90000004
0.2113184779882431,606,8,700,0.95
0.17692123353481293,607,8,700,1.0
0.0001700766006251797,608,8,800,0.1
0.0032731504179537296,609,8,800,0.15
0.055025093257427216,610,8,800,0.2
0.2144699990749359,611,8,800,0.25
0.23153188824653625,612,8,800,0.3
0.24525780975818634,613,8,800,0.35
0.25398385524749756,614,8,800,0.4
0.28414657711982727,615,8,800,0.45
0.34849652647972107,616,8,800,0.5
0.35389387607574463,617,8,800,0.55
0.3538532257080078,618,8,800,0.6
0.35294899344444275,619,8,800,0.65
0.34777629375457764,620,8,800,0.70000005
0.2817878723144531,621,8,800,0.75
0.24590937793254852,622,8,800,0.8
0.22552330791950226,623,8,800,0.84999996
0.19833652675151825,624,8,800,0.90000004
0.1593746393918991,625,8,800,0.95
0.12400976568460464,626,8,800,1.0
9.76020673988387e-05,627,8,900,0.1
0.0017784761730581522,628,8,900,0.15
0.03135425224900246,629,8,900,0.2
0.21295830607414246,630,8,900,0.25
0.23190651834011078,631,8,900,0.3
0.24261091649532318,632,8,900,0.35
0.24992021918296814,633,8,900,0.4
0.26917847990989685,634,8,900,0.45
0.2879560887813568,635,8,900,0.5
0.2935667335987091,636,8,900,0.55
0.28880587220191956,637,8,900,0.6
0.27639928460121155,638,8,900,0.65
0.25151318311691284,639,8,900,0.70000005
0.2333139181137085,640,8,900,0.75
0.2108386904001236,641,8,900,0.8
0.17961770296096802,642,8,900,0.84999996
0.1423249989748001,643,8,900,0.90000004
0.10991238057613373,644,8,900,0.95
0.08393122255802155,645,8,900,1.0
5.486048758029938e-05,646,8,1000,0.1
0.00099154410418123,647,8,1000,0.15
0.0175740085542202,648,8,1000,0.2
0.19892042875289917,649,8,1000,0.25
0.23067361116409302,650,8,1000,0.3
0.23949283361434937,651,8,1000,0.35
0.24584297835826874,652,8,1000,0.4
0.25315988063812256,653,8,1000,0.45
0.25505539774894714,654,8,1000,0.5
0.2540694773197174,655,8,1000,0.55
0.2516731917858124,656,8,1000,0.6
0.23952341079711914,657,8,1000,0.65
0.21878759562969208,658,8,1000,0.70000005
0.19145908951759338,659,8,1000,0.75
0.15666478872299194,660,8,1000,0.8
0.12353108823299408,661,8,1000,0.84999996
0.09550179541110992,662,8,1000,0.90000004
0.07304391264915466,663,8,1000,0.95
0.05554281920194626,664,8,1000,1.0
3.0398183298530057e-05,665,8,1100,0.1
0.0005475330399349332,666,8,1100,0.15
0.010088315233588219,667,8,1100,0.2
0.14759142696857452,668,8,1100,0.25
0.22842459380626678,669,8,1100,0.3
0.23518899083137512,670,8,1100,0.35
0.23919641971588135,671,8,1100,0.4
0.2434350699186325,672,8,1100,0.45
0.2442692369222641,673,8,1100,0.5
0.24265031516551971,674,8,1100,0.55
0.23139095306396484,675,8,1100,0.6
0.20989423990249634,676,8,1100,0.65
0.1744382530450821,677,8,1100,0.70000005
0.13531886041164398,678,8,1100,0.75
0.10653604567050934,679,8,1100,0.8
0.08174199610948563,680,8,1100,0.84999996
0.06229696422815323,681,8,1100,0.90000004
0.04723958298563957,682,8,1100,0.95
0.035683128982782364,683,8,1100,1.0
4.364100823295303e-05,684,9,300,0.1
0.0014154560631141067,685,9,300,0.15
0.036504145711660385,686,9,300,0.2
0.08195240795612335,687,9,300,0.25
0.1359112709760666,688,9,300,0.3
0.18582092225551605,689,9,300,0.35
0.23367340862751007,690,9,300,0.4
0.29641467332839966,691,9,300,0.45
0.35894185304641724,692,9,300,0.5
0.3619263172149658,693,9,300,0.55
0.3643321692943573,694,9,300,0.6
0.3646789491176605,695,9,300,0.65
0.36302584409713745,696,9,300,0.70000005
0.3604348301887512,697,9,300,0.75
0.3569721281528473,698,9,300,0.8
0.35224390029907227,699,9,300,0.84999996
0.344040185213089,700,9,300,0.90000004
0.3072078824043274,701,9,300,0.95
0.2546388804912567,702,9,300,1.0
7.823730993550271e-05,703,9,400,0.1
0.0022013119887560606,704,9,400,0.15
0.055716220289468765,705,9,400,0.2
0.13610132038593292,706,9,400,0.25
0.17719082534313202,707,9,400,0.3
0.21051296591758728,708,9,400,0.35
0.23855173587799072,709,9,400,0.4
0.3237095773220062,710,9,400,0.45
0.3644796311855316,711,9,400,0.5
0.3722730875015259,712,9,400,0.55
0.37533897161483765,713,9,400,0.6
